original_sentence,processed_tokens
"Dava, eser sözleşmesinden kaynaklanan iş bedeli alacağının tahsili için girişilen icra takibine itirazın iptali ve takibin devamı, icra inkar tazminatının tahsili istemlerine ilişkindir.",dav esmek sözleşme kaynaklanmak bedel alacak tahsil girişmek icra takip itiraz iptal takip deva icra inkâr tazminat tahsil istem ilişkin
"Taraflar arasında yazılı sözleşme bulunmamakla birlikte, akdi ilişkinin varlığı konusunda uyuşmazlık yoktur.",taraf ara yazılı sözleşmek bulunmak birlikte akit ilişki varlık konu uyuşmak yok
"Buna göre, yanlar arasında sözleşme tarihinde yürürlükte bulunan 6098 sayılı BK'nın 470 ve devamı maddelerinde düzenlenen eser sözleşmesi ilişkisi bulunmaktadır.",bunamak göre yanlamak ara sözleşmek tarih yürürlük bulmak sayılı Unk deva madde düzenlemek esmek sözleşme ilişki bulunmak
"Eser sözleşmelerinde TBK'nın 479/1 maddesi gereği iş sahibinin borcu iş bedelini ödemek; yüklenicinin borcu ise, TBK'nın 471/1 maddesi gereği eseri iş sahibinin amacına uygun, menfaatlerini gözeterek, sadakat ve özenle ifa etmektir.",esmek sözleşme Unk madde gerek Sahib borç bedel ödemek yüklemek borç Unk madde gerek eser Sahib amaç uygun menfaat gözetmek Sadakat öze ifa etmek
"Eser sözleşmesinde ayıp, 6098 sayılı TBK'nın 474-478. maddeleri arasında düzenlenmiştir.",esmek sözleşme ayıp sayılı Unk madde ara düzenlemek
"Ayıp, imâl edilen bir eserde, sözleşme ve eklerine, iş sahibinin beklediği amaca ve dürüstlük kurallarına göre bulunması gereken vasıfların bulunmaması, bulunmaması gereken vasıfların ise bulunması olarak tanımlanabilir.",ayıp Unk edi bir eser sözleşmek ek Sahib beklemek âmâ dürüst kural göre bulunmak gerekmek Vâsıf bulunmak bulunmak gerekmek Vâsıf bulunmak Unk tanımlamak
"İmâl edilen eserde ayıp varsa, iş sahibi tarafından süresi içersinde ayıp ihbarında bulunulması şartıyla sözleşme ve dava tarihinde yürürlükte bulunan Borçlar Kanunu'nun 475. maddesinde sayılan seçimlik haklar kullanılabilir.",Unk edi eser ayıp varmak Sahib tarafından süre içersi ayıp ihbar bulmak şart sözleşmek dav tarih yürürlük bulmak borç Kanun madde saymak seçim haklamak kullanmak
Bu hakkın kullanması doğrudan dava yoluyla veya yüklenici tarafından aleyhine açılmış olan bir davada def'i olarak ileri sürülmek suretiyle de olabilir.,Hak kullanmak doğrudan dav yoluyla yüklemek tarafından aleyh açmak o bir dava def Unk ileri sürülmek suret Unk
"Ayıp nedeniyle yüklenicinin sorumluluğunun düzenlendiği TBK'nın 474. maddesi uyarınca açık ayıplar yönünden iş sahibi imkân bulur bulmaz eseri gözden geçirmek ve ayıpları varsa, bunu uygun bir süre içinde; gizli ayıplar yönünden ise, 477/son maddesi uyarınca, ayıp ortaya çıkar çıkmaz gecikmeksizin durumu yükleniciye bildirme zorunluluğu vardır.",ayıp nedeniyle yüklemek sorumluluk düzenlemek Unk madde uyarınca açık ayıplamak yön Sahib Unk bulmak bulmak eser göz geçirmek ayıp varmak bu uygun bir sürmek içinde gizli ayıplamak yön son madde uyarınca ayıp orta çıkarmak çıkmaz gecikmek durum yüklemek bildirmek zorunluluk varmak
Ayıbın bildirilmemesi halinde eser olduğu gibi kabul edilmiş sayılır.,ayıp bilmek hal esmek olmak kabul Unk saymak
Ayıp ihbarı yapıldığını bundan yararlanacak olan iş sahibinin ispatlaması gerekir.,ayıp ihbar Unk bu yarar o Sahib ispatlamak gerekmek
(bkz.,Bkz
Yargıtay 15.,Yargıtay
"Hukuk Dairesi'nin 20/12/2017 tarih ve 2016/2999 esas, 2017/4502 karar; 05/02/2018 tarih, 2016/3790 esas, 2018/366 karar sayılı kararları) Somut olayda, davalının siparişi üzerine yapılan üretim sonucu davacı tarafından davalıya 428 kg kumaş teslim edildiği tarafların kabulündedir.",hukuk daire tarih esas karmak tarih esas karmak sayılı karar somut olay davalı sipariş üzerine yapılanmak üretim sonuç davacı tarafından davalı kumaş teslim Unk taraf kabul
"Mahkemece yapılan keşif sonrası alınan bilirkişi raporuna göre, davacı tarafından üretilen kumaşlardan 378,80 kg kısmında likra ezikleri, likra kaçakları ve yabancı elyaf hatalarının bulunduğu, gramajlarının olması gerekenden düşük olduğu, kumaş topları arasında renk farkı ve boyamada çok fazla abraj bulunduğu, ayıbın kumaşın boyanmasından kaynaklandığı, açık ayıp niteliğinde olduğu belirlenmiştir.",mahkeme yapılanmak keşif sonra Unk bilirkişi rapor göre davacı tarafından üretmek kumaş kısım Unk ezik Unk kaçak yabancı elyaf hata bulunmak gramaj olmak gerekmek düşük olmak kumaş top ara renk fark boyamak fazla Unk bulunmak ayıp kumaş boyamak kaynaklanmak açık ayıp nitelik olmak belirlemek
"Davacı yüklenici tarafından üretimi yapılan kumaşların tesliminden sonra, kumaşların miktarı, ayıbın cinsi ve tetkik için geçen süre göz önüne alındığında makul sayılabilecek süre içerisinde davalı iş sahibi tarafından iade faturası kesilmek ve ihtarda bulunulmak suretiyle ayıp ihbarının yapıldığı anlaşılmaktadır.",davacı yüklemek tarafından üretim yapılanmak kumaş teslim sonra kumaş miktar ayıp cinsî tetkik geçen sürmek göz ön alınmak makul saymak sürmek içeri davalı Sahib tarafından iade fatura kesmek ihtar bulmak suret ayıp ihbar Unk anlaşmak
"Bilirkişi raporunda, kumaşların kg fiyatının 25,00 TL olmasına rağmen ayıplı haliyle piyasa malı olarak ancak 5,00 TL'den satılabileceği, buna göre yapılan hesaplamada, oluşan ayıplı iş bedelinin fatura bedelinden düşülmesi halinde davacının ancak 2.045,54 TL yönünden talepte bulunabileceği belirtilmiştir.",bilirkişi rapor kumaş fiyat olmak rağmen ayıp hâliyle piyasa mal Unk ancak Tl satmak bunamak göre yapılanmak hesaplamak Unk ayıp bedel fatura bedel düşmek hal davacı ancak yön talep bulmak belirtmek
"Mahkemece, denetime açık ve gerekçeli bilirkişi raporu esas alınmak suretiyle 2.045,54 TL yönünden itirazın iptaline karar verilmesi yerinde olmuştur.",mahkeme denet açık gerekçe bilirkişi rapor esas alınmak suret yön itiraz iptal karmak Unk yerinde olmak
Davacı tarafça açılan davada ayrıca icra inkar tazminatı talep edilmiştir.,davacı taraf açmak dava ayrıca icra inkâr tazminat talep Unk
İtirazın iptâli davalarında İcra ve İflas Kanunu'nun 67/2.,itiraz Unk dava icra iflâs Kanun
"Maddesi kapsamında alacaklı yararına icra inkâr tazminatına hükmedilebilmesi için, diğer yasal koşullar yanında, takibe konu alacağın likid olması da zorunludur.",madde kapsam alacak yarar icra Unk tazminat hükmetmek diğer yasal koşullamak yanında takip konu alacak Likid olmak zorunlu
"Bir uyuşmazlıkta likid bir alacaktan söz edilebilmesi için, ya alacağın gerçek miktarının belli ve sabit olması ya da borçlusu tarafından belirlenebilmesi için bütün unsurların bilinmesi veya bilinmesinin gerekmekte olması; böylece, borçlunun borç tutarını tahkik ve tayin etmesinin mümkün bulunması; başka bir ifadeyle, borçlunun yalnız başına ne kadar borçlu olduğunu tespit edebilir durumda olması gerekir.",bir uyuşmak Likid bir alacak söz Unk alacak gerçek miktar belli sabit olmak borç tarafından belirlemek bütün Unsur Unk Unk gerekmek olmak böylece borç borç tutar tahkik tayin etmek mümkün bulunmak başka bir ifade borç yalnız baş kadar borç olmak tespit Unk durum olmak gerekmek
"Gerek borç ve gerekse borçlu bakımından, bu koşullar mevcut ise, ortada likid bir alacak bulunduğu kabul edilmelidir (bkz.Yargıtay Hukuk Genel Kurulu'nun 07.06.2006 tarih, 2006/19-295 Esas, 2006/341 Karar sayılı; Yargıtay 15.",gerek borç gerekse borç bakımından koşullamak mevcut orta Likid bir alacak bulunmak kabul Unk Unk hukuk genel kurul tarih esas karmak sayılı Yargıtay
"Hukuk Dairesi'nin 12/07/2018 tarih ve 2018/1110 esas, 2018/3043 karar sayılı kararları).",hukuk daire tarih esas karmak sayılı karar
"Eldeki davada, davacı tarafından üretilip faturaya bağlanan kumaşların ayıplı olduğu, ayıbın cinsi ve miktarı, ayıplı kısmın bedeli ve sonuçta davalı iş sahibinin davacı yükleniciye ödemesi gereken miktar davalı tarafından bilinebilecek nitelikte ve belirli olmadığından ve yaptırılan bilirkişi incelemesi ve yargılama sonucunda ortaya çıktığından alacağın likit olduğu söylenemez.",el dava davacı tarafından üretmek fatura bağlamak kumaş ayıp olmak ayıp cinsî miktar ayıp kısım bedel sonuç davalı Sahib davacı yüklemek ödemek gerekmek miktar davalı tarafından Unk nitelik belirli olmak yapmak bilirkişi incelemek yargılamak sonuç orta çıkmak alacak likit olmak söylenmek
Bu durumda İİK'nın 67/2.,durum İik
Maddesindeki şartların oluşmadığı kabul edilmelidir.,madde şart oluşmak kabul Unk
Mahkemece icra inkar tazminatı talebinin reddine karar verilmesi de doğru olmuştur.,mahkeme icra inkâr tazminat talep Redd karmak Unk doğru olmak
"Öte yandan, davalının kötüniyet tazminatı talebi de bulunmaktadır.",öte yan davalı Unk tazminat talep bulunmak
İİK'nın 67/II.,İik
maddesi gereğince takipte haksız ve kötüniyetli görülürse alacaklının diğer tarafın talebi üzerine red veya hükmolunan meblağın %20'sinden aşağı olmamak üzere uygun bir tazminata mahkum edileceği hükmü getirilmiş ise de; icra takibinde alacaklının kötüniyet tazminatı ile sorumlu tutulabilmesi için takipte haksız olması yeterli olmayıp ayrıca kötüniyetli olduğunun kanıtlanması gerekir.,madde gereğince takip Hak Unk görmek alacak diğer taraf talep üzerine Unk hükmolmak meblâğ si aşağı olmak üzere uygun bir tazminat mahkûm Unk hüküm getirmek icra takip alacak Unk tazminat sorumlu Unk takip Hak olmak yeterli olmak ayrıca Unk olmak kanıtlamak gerekmek
"Somut olayda davacının takipte kötüniyetli olduğu kanıtlanmadığı gibi, dava yapılan bilirkişi incelemesi sonucunda sonuçlandırılabildiğinden davacının kötüniyetli olduğunun kabulü de mümkün değildir.",somut olay davacı takip Unk olmak kanıtlamak dav yapılanmak bilirkişi incelemek sonuç sonuçlandırmak davacı Unk olmak kabul mümkün değil
Bu açıklamalar ışığında mahkemece kötüniyet tazminatı talebinin reddine karar verilmesi somut olaya ve hukuka uygun olmuştur.,açıklama ışık mahkeme Unk tazminat talep Redd karmak Unk somut olay hukuk uygun olmak
"Açıklanan nedenlerle, yerel mahkeme kararı usul ve yasaya uygun bulunduğundan, davacı vekilinin istinaf talebinin esastan reddine karar verilmesi gerekmiştir.",açık neden yerel Mahke karar usul yasamak uygun bulunmak davacı Vekil istinaf talep esas Redd karmak Unk gerekmek
HÜKÜM: Gerekçesi yukarıda açıklandığı üzere; 1- Bakırköy 2.,hüküm gerekçe yukarı açık üzere Bakırköy
"Asliye Ticaret Mahkemesi'nin 17/05/2017 tarih ve 2016/96 esas, 2017/510 karar sayılı kararında usul ve esas yönünden yasaya aykırı bir durum bulunmamasına göre, davacı vekilinin istinaf başvurusunun HMK'nın 353/1-b-1 maddesi gereğince esastan REDDİNE, 2-Alınması gereken 35,90-TL istinaf karar harcından peşin alınan 31,40-TL'nin mahsubu ile bakiye 4,50-TL istinaf karar harcının davacıdan alınarak hazineye gelir kaydına, 3-Davacı tarafça yapılan istinaf yargılama giderlerinin üzerinde bırakılmasına, 4-İstinaf incelemesi sırasında duruşma açılmadığından davalı yararına vekâlet ücreti takdirine yer olmadığına, Dosya üzerinden yapılan inceleme sonucunda, HMK'nın 362/1-a bendi gereğince KESİN olmak üzere 03/10/2018 tarihinde oybirliği ile karar verildi.",asliye ticaret mahkeme tarih esas karmak sayılı karar usul esas yön yasamak aykırı bir durum bulunmak göre davacı Vekil istinaf başvuru Unk madde gereğince esas Redd alınmak gerekmek istinaf karmak harç peşin Unk Tl Unk Bakiye istinaf karmak harç davacı Unk hazine gelir kayıt davacı taraf yapılanmak istinaf yargılamak gider üzerinde bırakmak istinaf incelemek sırasında duruşma açmak davalı yarar Unk ücret takdir yemek olmak dosya Üzer yapılanmak incelmek sonuç Unk bent gereğince kesin olmak üzere tarih oybirliği karmak Unk
"GEREĞİ DÜŞÜNÜLDÜ:Dava, davacı şirketten araç kiralayan davalının, kiraladığı araç ile kaza yapması nedeniyle, araç hasar bedeli, sigorta prim farkı, mahrum kalınan kar talebine ilişkindir.",gerek Unk davacı şirket araç kiralamak davalı kiralamak araç kazmak yapmak nedeniyle araç hasar bedel sigorta prim fark mahrum kalınmak karmak talep ilişkin
Mahkemece davanın kısmen kabulüne karar verilmiştir.,mahkeme dava kısmen kabul karmak Unk
"Davacının istinaf talebi, mahrum kalınan karın eksik belirlendiği hususuna ilişkindir.",davacı istinaf talep mahrum kalınmak karmak eksik belirlemek husus ilişkin
"Davalının istinaf talebi, açılan davada tüketici mahkemelerinin görevli olduğu, hasar tazminatından sigorta şirketinin sorumlu olduğu, sigorta priminden sorumlu olmadıkları, mahrum kalınan kardan sorumlu olmadıkları hususlarına ilişkindir.",davalı istinaf talep açmak dava tüketmek mahkeme görev olmak hasar tazminat sigorta şirket sorumlu olmak sigorta prim sorumlu olmak mahrum kalınmak kar sorumlu olmak husus ilişkin
Dava tarihi 15/08/2011'dir.,dav tarihî Unk
Dava tarihi itibariyle açılan davada Asliye Hukuk Mahkemeleri görevli bulunmaktadır.,dav tarihî itibarî açmak dava asliye hukuk mahkeme görev bulunmak
Asliye Hukuk Mahkemeleri ile Asliye Ticaret Mahkemeleri arasında dava tarihi itibariyle iş bölümü ilişkisi mevcuttur.,asliye hukuk mahkeme asliye ticaret mahkeme ara dav tarihî itibarî bölü ilişki mevcut
Taraflar iş bölümü itirazını ilk itiraz olarak ileri sürebilirler.,taraf bölü itiraz ilk itiraz Unk ileri sürmek
"Davalı vekili cevap dilekçesi ile, Ticaret mahkemesinin görevli olmadığı, Tüketici mahkemesinin görevli olduğu yönünde itirazda bulunmuştur.",davalı Vekil cevap dilekçe ticaret mahkeme görev olmak tüketmek mahkeme görev olmak yön itiraz bulunmak
"Bu itiraz usulüne uygun bir iş bölümü itirazı değil, görev itirazı niteliğindedir.",itiraz usul uygun bir bölü itiraz değil görev itiraz nitelik
Davalı vekilince asliye ticaret mahkemesinin değil iş bölümü itibariyle asliye hukuk mahkemesinin davaya bakması gerektiğine ilişkin usulüne uygun bir iş bölümü itirazı yapılmadığından davanın asliye ticaret mahkemesinde görülmesine bir usulsüzlük bulunmamaktadır.,davalı Vekil asliye ticaret mahkeme değil bölü itibarî asliye hukuk mahkeme dava bakmak gerekmek ilişkin usul uygun bir bölü itiraz Unk dava asliye ticaret mahkeme görmek bir usul bulunmak
"İstinaf edenlerin sıfatına, istinafın kapsam ve nedenine, dosya içerisindeki bilgi ve belgelere, mahkeme kararının gerekçesinde dayanılan delillerin tartışılıp değerlendirilmesinde, hükme esas alınan 04/01/2016 havale tarihli rapor ile 16/11/2016 havale tarihli ek raporun olaya, oluşa ve Yargıtay uygulamalarına uygun denetlenebilir gerekçeler içermesine, kazanın meydana gelmesinde davalı tarafın % 100 oranında kusurlu bulunmasına, davalı tarafça olayın farklı bir şekilde meydana geldiğine ilişkin dosyaya herhangi bir delil sunulmamasına, davalının araç hasar bedelinden, sigorta priminden ve mahrum kalınan kardan sorumlu olmasına göre, Mahkemece işin esasına girilerek yazılı gerekçeyle karar verilmesinde usul ve yasaya aykırılık bulunmadığından; davacı vekili ile davalı vekilinin tüm istinaf taleplerinin reddi gerekmiştir(HMK 353/1-b/1).",istinaf Unk sıfat istinaf kapmak neden dosya içeri bilgi Belge Mahke karar gerekçe dayamak delil tartışmak değerlendirmek hüküm esas Unk havale tarih rapor havale tarih rapor olay Unk Yargıtay uygulamak uygun denetlemek gerekçelemek içermek Kaza meydan gelmek davalı taraf oran kusur bulunmak davalı taraf olay fark bir şekil meydan gelmek ilişkin dosya herhangi bir delil sunmak davalı araç hasar bedel sigorta prim mahrum kalınmak kar sorumlu olmak göre mahkeme iş esas girmek yazılı gerekçe karmak Unk usul yasamak aykırı bulunmak davacı Vekil davalı Vekil istinaf talep Redd Unk
HÜKÜM: Gerekçe uyarınca; 1-Usûl ve yasaya uygun Bakırköy 2.,hüküm gerek uyarınca Unk yasamak uygun Bakırköy
"Asliye Ticaret Mahkemesi'nin 16/02/2017 tarih ve 2014/364 E.- 2017/106 K. sayılı kararına karşı davacı vekili ile davalı vekili tarafından yapılan istinaf taleplerinin HMK 353/1-b(1) maddesi gereğince ayrı ayrı ESASTAN REDDİNE, 2- Alınması gerekli 35,90-TL maktu istinaf karar ve ilam harcından davacı tarafından peşin olarak yatırılan 31,40-TL harcın mahsubu ile bakiye 4,50-TL karar ve ilam harcının davacıdan alınarak Hazineye gelir kaydına, 3- Davalı taraftan alınması gerekli 330,62-TL nispi istinaf karar ve ilam harcından davalı tarafından peşin olarak yatırılan 83,00-TL harcın mahsubu ile bakiye 247,62-TL karar ve ilam harcının davalıdan alınarak Hazineye gelir kaydına, 4- İncelemenin duruşmasız olarak yapılması nedeniyle taraflar yararına avukatlık ücreti takdirine YER OLMADIĞINA, 5- İstinaf yasa yoluna başvuran davacı ve davalı tarafından yapılan giderlerin takdiren kendi üzerlerinde bırakılmasına, Dosya üzerinde yapılan inceleme sonucunda, 20/7/2017 tarih ve 7035 sayılı Kanunun 31 inci maddesiyle değişik HMK.",asliye ticaret mahkeme tarih sayılı karar karşı davacı Vekil davalı Vekil tarafından yapılanmak istinaf talep Unk madde gereğince ayrı ayrı esas Redd alınmak gerekli maktu istinaf karmak ilâm harç davacı tarafından peşin Unk yatırmak harç Unk Bakiye karmak ilâm harç davacı Unk hazine gelir kayıt davalı taraf alınmak gerekli nispî istinaf karmak ilâm harç davalı tarafından peşin Unk yatırmak harç Unk Bakiye karmak ilâm harç davalı Unk hazine gelir kayıt incelemek duruşma Unk Unk nedeniyle taraf yarar avukat ücret takdir yemek Unk istinaf yasmak yolunmak başvurmak davacı davalı tarafından yapılanmak gider takdiren kendi üzer bırakmak dosya üzerinde yapılanmak incelmek sonuç tarih sayılı Kanu inci madde değişik Unk
m. 361/1.,
"hükmü gereğince, kararın tebliğinden itibaren 2 hafta içerisinde Yargıtay'a temyiz başvurusunda bulunma yolu açık olmak üzere, oy birliğiyle karar verildi.04/10/2018.",hüküm gereğince kararmak tebliğ itibaren hafta içeri Yargıtay temyiz başvuru bulunmak yol açık olmak üzere birlik karmak Unk
"GEREĞİ DÜŞÜNÜLDÜ: Davacılar vekili Sigorta Tahkim Komisyonuna sunduğu dava dilekçesi ile; 01/04/2016 tarihinde davacıların oğlu ...'ın, sevk ve idaresindeki ... plâkalı motosiklet ile tek taraflı olarak yapmış olduğu kaza sonucu vefat ettiğini, davacıların oğullarının ölümü nedeniyle onun desteğinden yoksun kaldığını, davalı ... şiketine yapılan başvurunun sonuçsuz kaldığını belirterek; fazlaya ilişkin hakları saklı kalmak kaydıyla şimdilik davacı ... için 3.100,00-TL, davacı .. .",gerek düşünmek davacı Vekil sigorta tahkim komisyon sunmak dav dilekçe tarih davacı oğul sevk idare Unk motosiklet tek taraf Unk yapmak olmak kazmak sonuç vefat etmek davacı oğul ölü nedeniyle onmak destek yoksun kalmak davalı Unk yapılanmak başvuru sonuçsuz kalmak belirtmek fazla ilişkin Hak saklı kalmak kayıt şimdilik davacı davacı
"için 2.000,00-TL olmak üzere toplam 5.100,00-TL destekten yoksun kalma tazminatının davalı ... şirketinden tahsiline karar verilmesini talep etmiş, 22/09/2016 tarihli talep artırım dilekçesi ile talebini ... için 46.653,70-TL'ye,... için 40.408,95-TL'ye yükseltmiştir.",olmak üzere toplam destek yoksun kalmak tazminat davalı şirket tahsil karmak Unk talep etmek tarih talep artırım dilekçe talep Tl Tl yükselmek
Davalı ... şirketi vekili cevap dilekçesi ile; 01/06/2015 tarihinde yürürlüğe giren ZMSS Genel Şartları gereğince talebin teminat kapsamı dışında kaldığını belirtilerek talebin reddine karar verilmesini istemiştir.,davalı şirket Vekil cevap dilekçe tarih yürürlük girmek Zmss genel şart gereğince talep teminat kapsam dış kalmak belirtmek talep Redd karmak Unk istemek
"Sigorta Tahkim Komisyonu Uyuşmazlık Hakem Heyetince; davacıların 3. kişi sıfatıyla destekten yoksun kalma tazminatı talep etme hakları bulunduğu kabul edilerek, bilirkişi raporu doğrultusunda davacı tarafın talebinin kabulüne, davacı ... için belirlenen 46.653,70-TL, davacı ... için belirlenen 40.408,95-TL destekten yoksun kalma tazminatının davalı ... şirketinden tahsiline karar verilmiş, karara karşı davalı ... şiketi vekili tarafından yapılan itiraz üzerine İtiraz Hakem Heyetince itirazın reddine karar verilmiş, karara karşı davalı ... yirketi vekili tarafından süresi içinde istinaf yoluna başvurulmuştur.",sigorta tahkim komisyon uyuşmak Hakem heyet davacı kişi sıfat destek yoksun kalmak tazminat talep etmek Hak bulunmak kabul Unk bilirkişi rapor doğrultu davacı taraf talep kabul davacı belirlemek davacı belirlemek destek yoksun kalmak tazminat davalı şirket tahsil karmak Unk kararmak karşı davalı Unk Vekil tarafından yapılanmak itiraz üzerine itiraz Hakem heyet itiraz Redd karmak Unk kararmak karşı davalı Unk Vekil tarafından süre içinde istinaf yolunmak başvurmak
"Davalı ... şirketi vekilinin istinaf sebepleri; kazanın meydana geldiği tarihin 01/06/2015 tarihinde yürürlüğe giren ZMSS Genel Şartları ve poliçenin düzenlendiği tarihten sonra olduğu, talebin teminat kapsamı dışında bulunduğu, talebin reddine karar verilmesi gerekirken kabûlüne karar verilmesinin doğru olmadığı, hususlarına ilişkindir.",davalı şirket Vekil istinaf sebep Kaza meydan gelmek tarih tarih yürürlük girmek Zmss genel şart poliçe düzenlemek tarih sonra olmak talep teminat kapsam dış bulunmak talep Redd karmak Unk gerekmek Unk karmak Unk doğru olmak husus ilişkin
"Dava, trafik kazası nedeniyle destekten yoksun kalma tazminatı talebine ilişkin bulunmaktadır.",dav trafik kazmak nedeniyle destek yoksun kalmak tazminat talep ilişkin bulunmak
"Dosya arasında bulunan kayıt ve belgeler, tarafların iddia ve savunmaları, itirazları, itirazların kapsamı değerlendirildiğinde; taraflar arasında davalı ... şirketi nezdinde başlangıç tarihi 19/01/2016, bitiş tarihi ise; 19/01/2017 olan ZMM sigorta poliçesi ile sigortalı olan ... plaka sayılı aracın sürücüsü bulunan ...'ın tam kusuru neticesinde 01/04/2016 tarihinde meydana gelen tek taraflı trafik kazasında hayatını kaybettiği konusunda bir uyuşmazlık bulunmamaktadır.",dosya ara bulmak kayıtmak belgelemek taraf iddia savunma itiraz itiraz kapsam değerlendirmek taraf ara davalı şirket nezdinde başlangıç tarihî bitişmek tarihî o Unk sigorta poliçe sigorta o plaka sayılı araç sürücü bulmak tam kusur netice tarih meydan gelen tek taraf trafik Kaza hayat kaybetmek konu bir uyuşmak bulunmak
"Uyuşmazlık bu durumda destekten yoksun kalan davacı anne ve babanın; üçüncü kişi konumunda olup olmadığı ve desteğin kusurunun kendisine yansıtılıp yansıtılamayacağı, sonucu itibariyle de davacının destekten yoksun kalma tazminatı talep etme hakkı bulunup bulunmadığına ilişkindir.",uyuşmak durum destek yoksun kala davacı anne baba üçüncü kişi konum Unk olmak destek kusur kendi yansımak yansımak sonuç itibarî davacı destek yoksun kalmak tazminat talep etmek Hak bulmak bulunmak ilişkin
"01/06/2015 tarihinde yürürlüğe giren Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortası Genel Şartları; yürürlüğe girmesinden sonra düzenlenen poliçelerde geçerli olacağından, poliçenin düzenlendiği tarih itibariyle Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortasının kapsamı tüm taraflarca bilinmektedir.",tarih yürürlük girmek karayol motor araç zorunlu malî sorumluluk sigorta genel şart yürürlük girmek sonra düzenlemek poliçe geçerli Unk poliçe düzenlemek tarih itibarî karayol motor araç zorunlu malî sorumluluk sigorta kapsam taraf Unk
"Genel şartlarda içeriği belirlenmiş tazminatlara ilişkin talepler bakımından sigortacının sorumluluğu, kaza tarihinde geçerli olan poliçe kapsamında ve sigorta limitleri dahilinde üçüncü kişilerin uğradıkları zararları tazmin etmekte sınırlıdır.",genel şart içerik belirlemek tazminat ilişkin talep bakımından sigortacı sorumluluk kazmak tarih geçerli o poliçe kapsam sigorta limit dâhil üçüncü kişi uğramak zarar tazmin etmek sınır
"2918 sayılı Karayolları Trafik Kanununun 92. maddesinin (a) ve (c) bentleri, Trafik Sigortası Genel Şartları A.1 ve A.3 maddesi, A.5 maddesinin (ç) bendi ve yine A.6 maddesinin (c) ve (d) bentleri birlikte değerlendirildiğinde; bir motorlu aracın işletilmesi sırasında meydana gelen ölüm olayına bağlı olarak destekten yoksun kalma halinde, destekten yoksun kalınan zararın ZMM sorumluluk kapsamında olması için ölenin üçüncü kişi olması ve desteğin kusursuz bulunması gerekmektedir.",sayılı karayol trafik Kanun madde Bent trafik sigorta genel şart madde madde bent yine madde Bent birlikte değerlendirmek bir motor araç işlemek sırasında meydan gelen ölüm olay bağ Unk destek yoksun kalmak hal destek yoksun kalınmak zarar Unk sorumluluk kapsam olmak ölmek üçüncü kişi olmak destek kusur bulunmak gerekmek
"Somut olayda; davacıların desteği sürücü ...'ın sevk ve idaresindeki ... plaka sayılı araç ile 01/04/2016 tarihinde yapmış olduğu trafik kazasında öldüğü, trafik kazası tespit tutanağı ve davacı tarafın kabulünde olduğu üzere, kazanın meydana gelmesinde tam kusurlu olduğu anlaşılmaktadır.",somut olay davacı destek sürmek sevk idare plaka sayılı araç tarih yapmak olmak trafik Kaza ölmek trafik kazmak tespit tutanak davacı taraf kabul olmak üzere Kaza meydan gelmek tam kusur olmak anlaşmak
Bu durumda davalı ... şirketinin sorumluluğu 01/06/2015 tarihinde yürürlüğe giren Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortası Genel Şartlarına göre düzenlenen ve başlangıç tarihi 19/01/2016 olan poliçe şartlarına göre belirlenecektir.,durum davalı şirket sorumluluk tarih yürürlük girmek karayol motor araç zorunlu malî sorumluluk sigorta genel şart göre düzenlemek başlangıç tarihî o poliçe şart göre belirlemek
"Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortası Genel Şartları A.3 Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortası Genel Şartları A.3 maddesine ve A.5 maddesinin (ç) bendine göre; ancak üçüncü kişinin ölümü dolayısıyla meydana gelen destek zararları, destekten yoksun kalma teminatı kapsamındadır.",karayol motor araç zorunlu malî sorumluluk sigorta genel şart karayol motor araç zorunlu malî sorumluluk sigorta genel şart madde madde bent göre ancak üçüncü kişi ölü dolayısıyla meydan gelen destek zarar destek yoksun kalmak teminat kapsam
"Sigortacının destek zararlarından sorumlu olması için motorlu aracın işletilmesi sırasında, mutlaka ölen kişinin üçüncü kişi olması gerekir.",sigortacı destek zarar sorumlu olmak motor araç işlemek sırasında mutlaka ölmek kişi üçüncü kişi olmak gerekmek
"Bundan ayrı yine genel şartların A.6 maddesi (d) bendinde; destekten yoksun kalan hak sahibinin sigortalının sorumluluk riski kapsamında olmakla beraber destek şahsın kusuruna denk gelen destek tazminatı talepleri, teminat dışı tutulduğundan; tam kusuru ile kendi ölümüne neden olan sürücü ...'ın kusuruna isabet eden destek tazminatı sigorta teminatı kapsamında değildir.",bu ayrı yine genel şart madde bent destek yoksun kala hak Sahib sigorta sorumluluk risk kapsam olmak beraber destek şahıs kusur denk gelen destek tazminat talep teminat dış tutulmak tam kusur kendi ölümüne o sürmek kusur isabet E destek tazminat sigorta teminat kapsam değil
