original_sentence,processed_tokens
Davacı tarafça tespit dosyasına ilişkin olarak bir takım masraflar yapılmıştır.,davaç tarafça tespit dosya ilişk olarak bir tak masraf yapıl
Yapılan bu masraflar yargılama gideri kapsamında olup Mahkemece tespit dosyasında yapılan yargılama giderlerine hükmedilmemesi hatalı olmuştur.,yapıla masraf yargıla gider kapsam olup mahkemeç tespit dosya yapıla yargıla gider hükmedilmemes hatal ol
"Ancak, davacının, vekili ile aralarında kararlaştırdıkları vekâlet ücreti veya vekil için vekâletname çıkarılması için yapılan harcamalar yargılama giderlerinden olmadığından davacının bu yöndeki talebi haksızdır.",ancak davaç vekil ara kararlaştırdık veklet ücret vekil vekletna çıkarılmas yapıla harcama yargıla gider olmadık davaç yö talep haksız
"2) İstinaf edenin sıfatına, istinafın kapsam ve nedenine, dosya içerisindeki bilgi ve belgelere, mahkeme kararının gerekçesinde dayanılan delillerin tartışılıp değerlendirilmesinde, hükme esas alınan 01/04/2016 tarihli bilirkişi heyeti raporu ile 25/07/2016 tarihli ek raporun olaya, oluşa ve Yargıtay uygulamalarına uygun denetlenebilir gerekçeler içermesine, kazanın meydana gelmesinde davalı sigorta şirketince sigortalanan araç sürücüsünün % 100 oranında kusurlu bulunmasına, davalı tarafça olayın farklı bir şekilde meydana geldiğine ilişkin dosyaya herhangi bir delil sunulmamasına, Yargıtay uygulamaları doğrultusunda uzman bilirkişi heyeti tarafından araçların modeli, markası, özellikleri, hasarı, yapılan onarım işlemleri, kilometresi, olay tarihindeki yaşı, davacı tarafın iddiaları, davalının savunmaları ve tüm dosya kapsamı birlikte değerlendirilerek aracın kaza öncesi hasarsız ikinci el piyasa rayiç değeri ile kaza meydana geldikten ve tamir edildikten sonraki ikinci el piyasa rayiç değeri arasındaki farka göre değer kaybının zararının belirlenmesine(Yargıtay 17.",istinaf ede sıfat istinaf kap neden dosya içeris bilgi belge mahke karar gerekçe dayanıla delil tartışılıp değerlendirilme hükme esas alına tarihli bilirkiş heyet rapor tarihli rapor ola oluş yargıtay uygulama uygu denetlenebilir gerekçe içerme kaza meyda gelme daval sigor şirket sigortalana araç sürücü oran kusurlu bulunma daval tarafça olay farklı bir şekil meyda geldik ilişk dosya herhangi bir delil sunulmama yargıtay uygulama doğrultu uzma bilirkiş heyet taraf araç model markas özellik hasar yapıla onar işlem kilometres olay tarih yaş davaç taraf iddia daval savunma dosya kapsa birlik değerlendirilerek araç kaz önces hasarsız ikinci piyas rayiç değer kaz meyda geldik tamir edildik sonraki ikinci piyas rayiç değer aras farka gör değer kaybı zarar belirlenmesineyargıtay
"Hukuk Dairesi'nin 14/06/2017 tarih ve 2016/13290 E., 2017/6752 K sayılı kararı), poliçe tarihi dikkate alındığında(poliçe 09/08/2014-09/08/2015 tarihlerini kapsamaktadır) 01/06/2015 tarihinde yürürlüğe giren ZMMS Genel Şartlarının somut olaya uygulanma yeri bulunmamasına,  2918 sayılı KTK.’nun 99/1.",hukuk daire tarih sayıl karar poliç tarih dikka alındığındapoliç tarih kapsamak tarih yürürlük gire zmms genel şart somut ola uygulanma yer bulunmama sayıl ktknun
ve ZMSS Genel Şartları’nın B.2.b.,zmss genel şart
"maddesi uyarınca, sigorta şirketinin tazminatı ödeme yükümlülüğünün kendisine riziko ihbarı yapıldıktan itibaren 8 işgünü sonunda başlamasına(Yargıtay 17.",maddes uyar sigor şirket tazminat öde yükümlülük kendi riziko ihbar yapıldık itibare işgi son başlamasınayargıtay
"Hukuk Dairesi'nin 26/04/2018 tarih ve 2015/10249 E., 2018/4555 K. Sayılı kararı), ZMMS sigortacısının değer kaybından sorumlu olmasına göre; mahkemece davanın kabulüne karar verilmesinde usul ve yasaya aykırılık bulunmamakla; davalı sigorta şirketi vekilinin tüm istinaf taleplerinin reddi gerekmektedir.",hukuk daire tarih sayıl karar zmms sigortacı değer kayp sorumlu olma gör mahkemeç dava kabul karar verilme usul yasa aykırılık bulunmamak daval sigor şirket vekil istinaf talep redi gerekmek
(HMK 353/1-b/1).,hmk
"Bu nedenlerle davacı vekilinin istinaf talebinin kısmen kabulüne, HMK 353/1-b/2 maddesi gereğince yargılama giderleri yönünden Mahkemece verilen kararın kaldırılarak yeniden hüküm kurulmasına, davalı sigorta şirketi vekilinin istinaf talebinin HMK 353/1-b/1 maddesi gereğince esastan reddine karar verilmesi gerekmiştir.",nede davaç vekil istinaf talep kısme kabul hmk maddes gerek yargıla gider yön mahkemeç verile karar kaldırılarak yeni hük kurulma daval sigor şirket vekil istinaf talep hmk maddes gerek esas reddi karar verilmes gerek
"HÜKÜM: Gerekçe uyarınca;
1-Bursa 2.",hük gerekçe uyar bur
"Asliye Ticaret Mahkemesi'nin 11/11/2016 tarih ve 2015/1307 E., 2016/1124 K. sayılı kararına karşı davalı ... Sigorta A. Ş. vekili tarafından yapılan istinaf talebinin yukarıda (2) nolu bentte açıklanan nedenlerle HMK 353/1-b/1 maddesi gereğince ESASTAN REDDİNE,
1/1- Alınması gerekli 1.310,00-TL nispi istinaf karar ve ilam harcından davalı tarafından yatırılan 219,00-TL harcın mahsubu ile bakiye 1.091,00-TL harcın davalı...Sigorta A.",asli ticaret mahkeme tarih sayıl karar karşı daval sigor vekil taraf yapıla istinaf talep yukarı nol bent açıklana nede hmk maddes gerek esas reddi alınmas gerekli nispi istinaf karar ila harç daval taraf yatırıla harç mahsup baki harç davalısigor
Ş.,
"'den tahsili ile Hazineye gelir kaydına,
1/2- İncelemenin duruşmasız olarak yapılması nedeniyle avukatlık ücreti takdirine yer olmadığına,
1/3- Davalı... Sigorta A. Ş. tarafından istinaf aşamasında yapılan yargılama giderlerinin kendi üzerinde bırakılmasına,
2- Bursa 2.",den tahsil hazine gelir kaydı inceleme duruşmas olarak yapılmas neden avukatlık ücret takdir yer olmadık daval sigor taraf istinaf aşama yapıla yargıla gider ke üzer bırakılma bur
"Asliye Ticaret Mahkemesi'nin 11/11/2016 tarih ve 2015/1307 E., 2016/1124 K. sayılı kararına karşı davacılar vekili tarafından yapılan istinaf talebinin yukarıda (1) nolu bentte açıklanan nedenlerle KISMEN KABULÜNE,
2/1- İstinaf yasa yoluna başvuran davacılar  tarafından yatırılan  31,40-TL maktu istinaf karar ve ilam harcı ile 85,70-TL istinaf yoluna başvurma harcının talep halinde davacı tarafa İADESİNE,
2/2- İncelemenin duruşmasız olarak yapılması nedeniyle  avukatlık ücreti takdirine yer olmadığına,
3- Bursa 2.",asli ticaret mahkeme tarih sayıl karar karşı davacı vekil taraf yapıla istinaf talep yukarı nol bent açıklana nede kisme kabul istinaf yas yol başvura davacı taraf yatırıla maktu istinaf karar ila harcı istinaf yol başvurma harcı talep hal davaç taraf iade inceleme duruşmas olarak yapılmas neden avukatlık ücret takdir yer olmadık bur
"Asliye Ticaret Mahkemesi'nin 11/11/2016 tarih ve 2015/1307 E., 2016/1124 K. sayılı kararının KALDIRILMASINA,
3/1- Davacı ... açısından  davanın KISMEN KABULÜNE,
12.468,50-TL zarar miktarının davalılardan ... Sigorta A. Ş. yönünden(poliçe limiti sorumlu olmak üzere) temerrüt tarihi olan 11/08/2015 tarihinden itibaren diğer davalılar  yönünden kaza tarihi olan 27/07/2015 tarihinden itibaren işleyecek yasal faizi ile birlikte müştereken ve müteselsilen alınarak davacı Seda Saçkesen'e  ödenmesine,
3/2- Davacı ... açısından davanın KABULÜNE,
6.709,00-TL zarar miktarının davalılardan ...Sigorta A. Ş. yönünden(poliçe limiti ile sorumlu olmak üzere) temerrüt tarihi olan 11/08/2015 tarihinden itibaren diğer davalılar yönünden kaza tarihi olan 27/07/2015 tarihinden itibaren işleyecek yasal faizi ile birlikte müştereken ve müteselsilen alınarak davacı ...'e ödenmesine,
3/3- Davacı tarafça Bursa 3.",asli ticaret mahkeme tarih sayıl karar kaldirilma davaç açı dava kisme kabul zarar miktar davalı sigor yönündenpoliç limit sorumlu olmak üzer temerrüt tarih ola tarih itibare diğer davalı yön kaz tarih ola tarih itibare işleyecek yasal faiz birlik müştereke müteselsile alınarak davaç seda saçkese ödenme davaç açı dava kabul zarar miktar davalı sigor yönündenpoliç limit sorumlu olmak üzer temerrüt tarih ola tarih itibare diğer davalı yön kaz tarih ola tarih itibare işleyecek yasal faiz birlik müştereke müteselsile alınarak davaç ödenme davaç tarafça bur
"Sulh Hukuk Mahkemesi'nin 2015/93 D. İş sayılı dosyası nedeniyle yapılan 672,60-TL yargılama giderinin davalılardan(davalı ... Sigorta A.",sulh hukuk mahkeme sayıl dosyas neden yapıla yargıla gider davalılardandaval sigor
Ş.,
"'nin poliçe limiti ile sorumlu olmak üzere) müştereken ve müteselsilen alınarak davacı tarafa verilmesine,
3/4- Alınması gerekli 1.310,00-TL nispi karar ve ilam harcından davacı tarafça peşin olarak yatırılan 279,73-TL'nin mahsubu ile bakiye 1.030,27-TL karar ve ilam harcının davalılardan müştereken ve müteselsilen alınarak Hazineye gelir kaydına,
3/5- Davacı tarafından sarf edilen 1.261,70-TL yargılama gideri (kısmen kabul kısmen red oranına göre tebligat, posta ve bilirkişi ücreti) ve 361,23-TL harcın ve 38,40-TL ıslah harcının davalılardan müştereken ve müteselsilen alınarak davacılara verilmesine,
3/6- Davacılar kendilerini vekil ile temsil ettirdiğinden karar tarihi AAÜT gereğince  belirlenen 2.301,36-TL vekalet ücretinin davalılardan müştereken ve müteselsilen alınarak davacılara verilmesine,
3/7- Davalı...Sigorta A. Ş. kendini vekille temsil ettirdiğinden karar tarihi AAÜT gereğince belirlenen 193,00-TL vekalet ücretinin davacılardan ...'den alınarak davalı sigorta şirketine  verilmesine,
3/8- Tarafların kullanılmayan gider avansının karar kesinleştiğinde ve istek halinde kendilerine iadesine,
Dosya üzerinde yapılan inceleme sonucunda 24/11/2016 tarihli ve 6763 sayılı Kanunun 42 nci maddesi ile değişik HMK.m.362/1-a hükmü gereğince kesin olmak üzere, oy birliğiyle karar verildi.20/09/2018.",nin poliç limit sorumlu olmak üzer müştereke müteselsile alınarak davaç taraf verilme alınmas gerekli nispi karar ila harç davaç tarafça peş olarak yatırıla tlnin mahsup baki karar ila harcı davalı müştereke müteselsile alınarak hazine gelir kaydı davaç taraf sarf edile yargıla gider kısme kabul kısme red oran gör tebligat pos bilirkiş ücret harç ıslah harcı davalı müştereke müteselsile alınarak davacı verilme davacı kendi vekil temsil ettirdik karar tarih aaüt gerek belirlene vekalet ücret davalı müştereke müteselsile alınarak davacı verilme davalısigor kendi vekil temsil ettirdik karar tarih aaüt gerek belirlene vekalet ücret davacı den alınarak daval sigor şirket verilme taraf kullanılmaya gider avansı karar kesinleştik istek hal kendi iade dosya üzer yapıla incele sonuç tarihli sayıl kanu nci maddes değişik hmkma hükmü gerek ke olmak üzer birlik karar veril
"GEREĞİ DÜŞÜNÜLDÜ:
Davacı vekili dava dilekçesi ile; davalı ...Sigorta A.Ş.",gerek düşünül davaç vekil dav dilekçes daval sigor
"nezdinde 208631635 nolu ZMM Trafik poliçesiyle sigortalı,...adına kayıtlı ve ... sevk ve idaresindeki ... plakalı aracın 27/10/2014 tarihinde müvekkili adına kayıtlı ...plakalı araca asli ve tamamen kusurlu olarak çarpması neticesinde trafik kazası meydana geldiğini, müvekkilinin aracının 2014 model Fiat Doblo marka ticari araç olduğunu,  kazayla birlikte araçta oluşan hasarın yanında aracın büyük değer kaybettiğini, kaza sonrasında taraflarınca sigorta eksperi makine mühendisi bilirkişiden 21/04/2015 tarihli rapor alındığını, raporda müvekkine ait araçta 5.700,00-TL tutarında değer kaybı olduğunun tespit edildiğini, belirterek fazlaya ilişkin hakları saklı kalmak kaydıyla 4.000,00-TL araç  değer kaybı bedeli ile 413,00-TL ekspertiz rapor ücreti olmak üzere toplam 4.413,00-TL'nin  27/10/2014 tarihinden itibaren işleyecek avans faizi ile birlikte davalıdan tahsiline karar verilmesini talep etmiştir.",nezdi nol zmm trafik poliçe sigortalıadı kayıtlı sevk idares plakal araç tarih müvekkil ad kayıtlı plakal araç asli tamame kusurlu olarak çarpmas netice trafik kazas meyda geldik müvekkil araç model fiat doblo marka ticar araç olduk kaza birlik araç oluşa hasar yan araç büyük değer kaybettik kaz sonra taraf sigor eksper mak mühendis bilirkişi tarihli rapor alındık rapor müvekk ait araç tutar değer kaybı olduk tespit edildik belirterek fazla ilişk hak saklı kalmak kaydı araç değer kaybı bedel ekspertiz rapor ücret olmak üzer topla tlnin tarih itibare işleyecek avans faiz birlik davalı tahsil karar verilme talep et
"Davalı vekili cevap dilekçesi ile; müvekkili şirketin sorumluluğu sigortalısının kusuru ve poliçe limiti ile sınırlı olduğunu, değer kaybı zararının poliçe teminatı kapsamında bulunmadığını, bilirkişi masrafı talebinin haklı olmadığını belirterek davanın reddine karar verilmesini talep etmiştir.",daval vekil cevap dilekçes müvekkil şirket sorumluluk sigortalı kusur poliç limit sınırlı olduk değer kaybı zarar poliç teminat kapsam bulunmadık bilirkiş masraf talep haklı olmadık belirterek dava reddi karar verilme talep et
"Mahkemece; bilirkişi raporu doğrultusunda, kazanın meydana gelmesinde davalı sigorta şirketince sigortalanan ... plaka sayılı araç sürücüsü ...ın %80, davacıya ait ... plaka sayılı araç sürücüsü ...’ın ise %20 oranında kusurlu oldukları,  davacıya ait ... plakalı araçta meydana gelen değer kaybı zararının 2.500,00-TL olduğu, kusur oranına göre davacının talep edebileceği miktarın 2.000,00-TL olduğu, 413,00-TL ekspertiz ücretinden de davalı sigorta şirketinin sorumlu olduğu görüşünden hareketle;
""1-Davacının araç değer kaybı bedeline ilişkin davasının kısmen KABULÜNE, ¨2.000,00 araç değer kaybı bedelinin dava tarihinden itibaren işleyecek yasal faiziyle birlikte davalıdan alınarak davacıya verilmesine,
2-Davacının araç değer kaybı  hususundaki ilişkin taleplerinin reddine,
3-Davacının bilirkişi rapor ücretine ilişkin davasının kabulüne, ¨413,00 bilirkişi rapor ücretinin davalıdan alınarak davacıya verilmesine,"" karar verilmiş, karara karşı davacı vekilince süresi içinde istinaf yoluna başvurulmuştur.",mahkemeç bilirkiş rapor doğrultu kaza meyda gelme daval sigor şirket sigortalana plak sayıl araç sürücüs davacı ait plak sayıl araç sürücüs oran kusurlu olduk davacı ait plakal araç meyda gele değer kaybı zarar olduk kusur oran gör davaç talep edebilecek miktar olduk ekspertiz ücret daval sigor şirket sorumlu olduk görüş hareket davaç araç değer kaybı bedel ilişk dava kısme kabul araç değer kaybı bedel dav tarih itibare işleyecek yasal faiz birlik davalı alınarak davacı verilme davaç araç değer kaybı husus ilişk talep reddi davaç bilirkiş rapor ücret ilişk dava kabul bilirkiş rapor ücret davalı alınarak davacı verilme karar veril karar karşı davaç vekil süres iç istinaf yol başvurul
"Davacı vekilinin istinaf sebepleri; Mahkemece yetersiz bilirkişi raporuna dayanılarak hüküm verildiği, raporun yerleşik Yargıtay uygulamalarına uygun olmadığı, değer kaybı zararının düşük belirlendiği hususlarına ilişkindir.",davaç vekil istinaf sebep mahkemeç yetersiz bilirkiş rapor dayanılarak hük verildik rapor yerleşik yargıtay uygulama uygu olmadık değer kaybı zarar düşük belirlendik husus ilişk
"Dava, trafik kazası nedeniyle maddi tazminat talebine ilişkin bulunmaktadır.",dav trafik kazas neden maddi tazminat talep ilişk bulunmak
"İstinaf edenin sıfatına, istinafın kapsam ve nedenine, dosya içerisindeki bilgi ve belgelere, mahkeme kararının gerekçesinde dayanılan delillerin tartışılıp değerlendirilmesinde, hükme esas alınan 07/03/2016 tarihli bilirkişi raporu ile 30/09/2016 tarihli ek raporun olaya, oluşa ve Yargıtay uygulamalarına uygun denetlenebilir gerekçeler içermesine, kazanın meydana gelmesinde davacı tarafın % 20 oranında kusurlu bulunmasına,  davacı tarafça olayın farklı bir şekilde meydana geldiğine ilişkin dosyaya herhangi bir delil sunulmamasına, Yargıtay uygulamaları doğrultusunda uzman bilirkişi tarafından aracın modeli, markası, özellikleri(araç 2014 model Fiat Doblo Cargo 1.3 M. Jet 90 E05 araç olup kaza tarihinde 2.266 km'dedir), hasarı, yapılan onarım işlemleri, kilometresi, olay tarihindeki yaşı, davacı tarafın iddiaları, davalının savunmaları ve tüm dosya kapsamı birlikte değerlendirilerek aracın kaza öncesi hasarsız ikinci el piyasa rayiç değeri ile kaza meydana geldikten ve tamir edildikten sonraki ikinci el piyasa rayiç değeri arasındaki farka göre değer kaybının zararının belirlenmesi(Yargıtay 17.",istinaf ede sıfat istinaf kap neden dosya içeris bilgi belge mahke karar gerekçe dayanıla delil tartışılıp değerlendirilme hükme esas alına tarihli bilirkiş rapor tarihli rapor ola oluş yargıtay uygulama uygu denetlenebilir gerekçe içerme kaza meyda gelme davaç taraf oran kusurlu bulunma davaç tarafça olay farklı bir şekil meyda geldik ilişk dosya herhangi bir delil sunulmama yargıtay uygulama doğrultu uzma bilirkiş taraf araç model markas özellikleriaraç model fiat doblo cargo jet araç olup kaz tarih kmde hasar yapıla onar işlem kilometres olay tarih yaş davaç taraf iddia daval savunma dosya kapsa birlik değerlendirilerek araç kaz önces hasarsız ikinci piyas rayiç değer kaz meyda geldik tamir edildik sonraki ikinci piyas rayiç değer aras farka gör değer kaybı zarar belirlenmesiyargıtay
"Hukuk Dairesi'nin 14/06/2017 tarih ve 2016/13290 E., 2017/6752 K sayılı kararı) karşıında, mahkemece bu rapor dikkate alınarak hüküm kurulmasında usul ve yasaya aykırılık bulunmamasına göre; davacı vekilinin tüm istinaf taleplerinin reddi gerekmiştir.",hukuk daire tarih sayıl karar karşıın mahkemeç rapor dikka alınarak hük kurulma usul yasa aykırılık bulunmama gör davaç vekil istinaf talep redi gerek
(HMK 353/1-b/1).,hmk
"HÜKÜM: Gerekçe uyarınca;
1-Usûl ve yasaya uygun Bakırköy 1.",hük gerekçe uyar usl yasa uygu bakırköy
"Asliye Ticaret Mahkemesi'nin 13/01/2017 tarih ve 2015/734 E., 2017/24 K. sayılı kararına karşı davacı vekili tarafından yapılan istinaf talebinin HMK 353/1-b(1) maddesi gereğince ESASTAN REDDİNE,
2- Alınması gerekli 35,90-TL maktu istinaf karar ve ilam harcından davacı  tarafından peşin olarak yatırılan 31,40-TL harcın mahsubu ile bakiye 4,50-TL karar ve ilam harcının davacıdan alınarak Hazineye gelir kaydına,
3- İncelemenin duruşmasız olarak yapılması nedeniyle taraflar yararına avukatlık ücreti takdirine YER OLMADIĞINA,
4- İstinaf yasa yoluna başvuran davacı tarafından yapılan giderlerin takdiren kendi üzerinde bırakılmasına,
Dosya üzerinde yapılan inceleme sonucunda, 20/7/2017 tarih ve 7035 sayılı Kanunun 31 inci maddesiyle değişik HMK.",asli ticaret mahkeme tarih sayıl karar karşı davaç vekil taraf yapıla istinaf talep hmk maddes gerek esas reddi alınmas gerekli maktu istinaf karar ila harç davaç taraf peş olarak yatırıla harç mahsup baki karar ila harcı davacı alınarak hazine gelir kaydı inceleme duruşmas olarak yapılmas neden taraf yarar avukatlık ücret takdir yer olmadik istinaf yas yol başvura davaç taraf yapıla gider takdire ke üzer bırakılma dosya üzer yapıla incele sonuç tarih sayıl kanu inci madde değişik hmk
m. 361/1.,
"hükmü gereğince, kararın tebliğinden itibaren 2 hafta içerisinde Yargıtay'a temyiz başvurusunda bulunma yolu açık olmak üzere, oy birliğiyle karar verildi.20/09/2018.",hükmü gerek karar teblik itibare haf içeri yargıta temyiz başvuru bulunma yol açık olmak üzer birlik karar veril
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ :
Davacı vekili, müvekkilinin 10.983,25 TL alacağın tahsili için icra takibi yaptıklarını, itiraz üzerine takibin durduğunu, itirazın haksız ve kötüniyetli olduğunu, müvekkilince üretimi yapılan kumaşların davalıya 27/10/2014 tarihinde teslim edildiğini, davalının ""müşterisinin siparişi iptal ettiği ve ihtiyaç kalmadığını"" belirterek sözleşmeden tek taraflı dönmek istediğini, kabul edilmeyince süresinden sonra 11/11/2014 tarihli iade e-faturası düzenleyip gönderdiğini, yasal süresi içerisinde ayıp ihbarında bulunmadığını, iade faturasının da 8 gün geçtikten sonra gönderildiğini, müvekkilince 8 gün içinde  17/11/2014 tarihli e-fatura düzenlendiğini, bu faturaya itiraz edilmeyip iade edildiğini, süresi içinde itiraz edilmediğinden 17/11/2014 tarihli faturanın kabul edilmiş olduğunu ileri sürerek, 10.227,62 TL alacak yönünden itirazın iptali ile takibin devamına, %20 icra ve inkar tazminatının davalıdan tahsiline karar verilmesini talep ve dava etmiştir.",gerek görüşülüp düşünül davaç vekil müvekkil alacak tahsil icra takip yaptık itiraz üzer takip durduk itiraz haksız kötüniyetli olduk müvekkil üret yapıla kumaş davalı tarih tesl edildik daval müşteri sipariş iptal ettik ihtiyaç kalmadık belirterek sözleşme tek taraflı dönmek istedik kabul edilmey süre sonra tarihli ia efaturas düzenleyip gönderdik yasal süres içeri ayıp ihbar bulunmadık ia fatura gün geçtik sonra gönderildik müvekkil gün iç tarihli efatur düzenlendik fatura itiraz edilmeyip ia edildik süres iç itiraz edilmedik tarihli fatura kabul edil olduk i sürerek alacak yön itiraz iptal takip devam icra inkar tazminat davalı tahsil karar verilme talep dav et
"Davalı vekili, müvekkilinin davacıya vermiş olduğu sipariş üzerine davacı tarafından 428 kg kumaşın 27/10/2014 tarihinde müvekkiline teslim edildiğini, bedelinin 11.421,00 TL olarak fatura edildiğini, teslim alınan kumaşlarda aşırı yoğunlukta boya ve pas lekeleri, iplik incelik ve kalınlıkları ile LYC ezikliklerinin bulunduğu,  müvekkilinin kullanılma imkanı olmayan 378,78 kg ayıplı kumaşla ilgili 11/11/2014 tarihli 10.227,62 TL bedelli iade faturası düzenleyerek davacıya gönderdiğini, davacının faturayı kabul ettiği halde malları almaktan intina ettiğini, Küçükçekmece 4.",daval vekil müvekkil davacı ver olduk sipariş üzer davaç taraf kumaş tarih müvekkil tesl edildik bedel olarak fatur edildik tesl alına kumaş aşır yoğunluk bo pas leke iplik incelik kalınlık lyc eziklik bulunduk müvekkil kullanılma imka olmaya ayıplı kumaş ilgil tarihli bedelli ia faturas düzenleyerek davacı gönderdik davaç fatura kabul ettik halde mal almak intina ettik küçükçekmeç
"Sulh Hukuk Mahkemesi'nin 2014/100 D.iş dosyası ile yaptırılan tespitte kumaşların ayıplı olduğunun belirlendiğini, 29/12/2014 tarihli ihtarla ayıplı malların teslim alınmasının istendiğini, TBK'nın 474/1 maddesi gereğince muayene ve ihbar yükümlülüğünü yerine getirdiklerini, TBK'nın 475/1 maddesi gereğince de kumaşların kullanılamayacak derecede ayıplı olması nedeniyle tüm zararın davacıya fatura edildiğini belirterek, davanın reddine karar verilmesini talep etmiştir.",sulh hukuk mahkeme diş dosyas yaptırıla tespit kumaş ayıplı olduk belirlendik tarihli ihtar ayıplı mal tesl alınma istendik tbknın maddes gerek muaye ihbar yükümlülük yer getirdik tbknın maddes gerek kumaş kullanılamayacak derece ayıplı olmas neden zarar davacı fatur edildik belirterek dava reddi karar verilme talep et
"Mahkemece, taraflar arasında eser sözleşmesi bulunduğu, sipariş üzerine üretilen kumaşların davalıya 27/10/2014 tarihinde teslim edildiği, davalının kumaşların bir kısmının ayıplı olduğu iddiasıyla 11/11/2014 tarihli iade faturası düzenlenerek davacıya gönderdiği, malın kabul edilmemesi üzerine de Beyoğlu ... Noterliğinin 27/11/2014 tarih ve ... yevmiye nolu ihtarnamesi ile bildirimde bulunduğu, bilirkişi raporuna göre ayıpların ancak uzman bilirkişi vasıtası ile tespit edilebilecek ayıplar olduğu dikkate alındığında davalı tarafından TBK nın 223 maddesi gereğince işlerin olağan akışına göre makul sürede inceleyerek ayıp ihbarında bulunduğu, kumaşların 378,8 kilogramının tamamında likra ezikleri olduğu, likra kaçıkları ve yabancı elyaf hatalarının bulunduğu, gramajlarının da siparişe göre 180gr/m2 olması gerekmesine karşın, 156-160gr-m2 olduğu, netice itibari ile ayıplı ifanın söz konusu olduğu, ayıplı olan kumaşların kg birim fiyatı olarak piyasada parti malı şeklinde 5,00 TL'den satılabileceği, bu hali ile değerinin 7.576,00 TL olduğu, alım satıma konu fatura bedelinden bu miktarın düşülmesi halinde davacının alacağının 2.045, 54 TL olacağı, her ne kadar davacı icra inkar tazminatı ve davalı da kötüniyet tazminatı talep etmiş ise de ayıplı ifa iddiasının bulunduğu ve ancak bilirkişi incelemesi ile bu durumun mahkemece tespit edildiği, dolayısıyla likit olan bir alacaktan söz edilemeyeceği dikkate alınarak bu yöndeki tazminat taleplerinin reddi gerektiği gerekçesiyle, davanın kısmen kabulü ile, davalının, Küçükçekmece ... İcra Müdürlüğü'nün ... Esas sayılı takip dosyasında yapmış olduğu itirazın 2.045,54 TL yönünden iptali ile takibin bu miktar üzerinden devamına, takip tarihinden itibaren avans faizi uygulanmasına, davacının fazlaya ilişkin istemi ile icra inkar tazminatı talebininin reddine, davalı tarafın kötü niyet tazminatı talebinin reddine karar verilmiştir.",mahkemeç taraf ara eser sözleşmes bulunduk sipariş üzer üretile kumaş davalı tarih tesl edildik daval kumaş bir kısmı ayıplı olduk iddia tarihli ia faturas düzenlenerek davacı gönderdik mal kabul edilmemes üzer beyoğlu noterlik tarih yevmi nol ihtarnames bildir bulunduk bilirkiş rapor gör ayıp ancak uzma bilirkiş vasıtas tespit edilebilecek ayıp olduk dikka alındık daval taraf tbk nın maddes gerek iş olağa akış gör makul süre inceleyerek ayıp ihbar bulunduk kumaş kilogram tamam likra ezik olduk likra kaçık yabancı elyaf hata bulunduk gramaj sipariş gör grm olmas gerekme karş grm olduk netiç itibar ayıplı ifa söz konus olduk ayıplı ola kumaş bir fiyat olarak piyasa parti mal şekl tlden satılabilecek hali değer olduk al sat ko fatur bedel miktar düşülmes hal davaç alacak olacak kadar davaç icra inkar tazminat daval kötüniyet tazminat talep et ayıplı ifa iddia bulunduk ancak bilirkiş incelemes dur mahkemeç tespit edildik dolayı likit ola bir alacak söz edilemeyecek dikka alınarak yö tazminat talep redi gerektik gerekçe dava kısme kabulü daval küçükçekmeç icra müdürlük esas sayıl takip dosya yap olduk itiraz yön iptal takip miktar üzer devam takip tarih itibare avans faiz uygulanma davaç fazla ilişk iste icra inkar tazminat talebin reddi daval taraf köt niyet tazminat talep reddi karar veril
"Davacı vekili tarafından sunulan istinaf dilekçesinde, müvekkilinin üretimi yapıp teslim emek istemesi üzerine davalının sözleşmeden dönmek istediğini, teslim edildikten sonra ise itiraz veya ayıp ileri sürmeksizin iade faturası düzenlediğini, malların ayıplı olduğunu belirterek müvekkiline 27/11/2014 tarihli ihtar gönderildiğini, ayıp konusunda delil sunulmayıp afaki iddialara dayanılarak ayıbın varlığı konusunda tespit yapan bilirkişi raporuna dayanılarak verilen kararın hatalı olduğunu, mahkemece dava konusu uyuşmazlığa TBK'nın 223.",davaç vekil taraf sunula istinaf dilekçe müvekkil üret yapıp tesl emek istemes üzer daval sözleşme dönmek istedik tesl edildik sonra itiraz ayıp i sürmeksiz ia faturas düzenledik mal ayıplı olduk belirterek müvekkil tarihli ihtar gönderildik ayıp konu delil sunulmayıp afaki iddia dayanılarak ayıp varlık konu tespit yapa bilirkiş rapor dayanılarak verile karar hatal olduk mahkemeç dav konus uyuşmazlık tbknın
"Maddesinin değil, daha özel bir düzenleme olan TTK'nın 23.",madde değil özel bir düzenle ola ttknın
